breed_name,gene_id,count_breed,count_total,Proportion
QUARTER HORSE,ENSECAG00000045453,5,25,0.2
MONGOLIAN,ENSECAG00000045453,15,25,0.6
THOROUGHBRED,ENSECAG00000045386,7,17,0.411764706
QUARTER HORSE,ENSECAG00000045386,3,17,0.176470588
MONGOLIAN,ENSECAG00000045386,7,17,0.411764706
THOROUGHBRED,ENSECAG00000045318,11,33,0.333333333
QUARTER HORSE,ENSECAG00000045318,13,33,0.393939394
MONGOLIAN,ENSECAG00000045318,9,33,0.272727273
THOROUGHBRED,ENSECAG00000045293,13,39,0.333333333
QUARTER HORSE,ENSECAG00000045293,13,39,0.333333333
MONGOLIAN,ENSECAG00000045293,13,39,0.333333333
THOROUGHBRED,ENSECAG00000045270,20,50,0.4
QUARTER HORSE,ENSECAG00000045270,17,50,0.34
MONGOLIAN,ENSECAG00000045270,13,50,0.26
THOROUGHBRED,ENSECAG00000045248,9,18,0.5
QUARTER HORSE,ENSECAG00000045248,6,18,0.333333333
MONGOLIAN,ENSECAG00000045248,3,18,0.166666667
QUARTER HORSE,ENSECAG00000045225,6,19,0.315789474
MONGOLIAN,ENSECAG00000045225,13,19,0.684210526
THOROUGHBRED,ENSECAG00000045152,4,15,0.266666667
QUARTER HORSE,ENSECAG00000045152,8,15,0.533333333
MONGOLIAN,ENSECAG00000045152,3,15,0.2
QUARTER HORSE,ENSECAG00000045134,11,15,0.733333333
MONGOLIAN,ENSECAG00000045134,4,15,0.266666667
THOROUGHBRED,ENSECAG00000045054,6,20,0.3
QUARTER HORSE,ENSECAG00000045054,13,20,0.65
MONGOLIAN,ENSECAG00000045054,1,20,0.05
THOROUGHBRED,ENSECAG00000045039,26,91,0.285714286
QUARTER HORSE,ENSECAG00000045039,27,91,0.296703297
MONGOLIAN,ENSECAG00000045039,38,91,0.417582418
THOROUGHBRED,ENSECAG00000044960,6,33,0.181818182
QUARTER HORSE,ENSECAG00000044960,7,33,0.212121212
MONGOLIAN,ENSECAG00000044960,20,33,0.606060606
THOROUGHBRED,ENSECAG00000044948,2,21,0.095238095
QUARTER HORSE,ENSECAG00000044948,5,21,0.238095238
MONGOLIAN,ENSECAG00000044948,14,21,0.666666667
QUARTER HORSE,ENSECAG00000044946,7,16,0.4375
MONGOLIAN,ENSECAG00000044946,9,16,0.5625
THOROUGHBRED,ENSECAG00000044830,2,17,0.117647059
QUARTER HORSE,ENSECAG00000044830,4,17,0.235294118
MONGOLIAN,ENSECAG00000044830,11,17,0.647058824
THOROUGHBRED,ENSECAG00000044823,19,42,0.452380952
QUARTER HORSE,ENSECAG00000044823,10,42,0.238095238
MONGOLIAN,ENSECAG00000044823,13,42,0.30952381
THOROUGHBRED,ENSECAG00000044780,15,38,0.394736842
QUARTER HORSE,ENSECAG00000044780,5,38,0.131578947
MONGOLIAN,ENSECAG00000044780,18,38,0.473684211
THOROUGHBRED,ENSECAG00000044759,39,107,0.364485981
QUARTER HORSE,ENSECAG00000044759,29,107,0.271028037
MONGOLIAN,ENSECAG00000044759,39,107,0.364485981
THOROUGHBRED,ENSECAG00000044709,14,36,0.388888889
QUARTER HORSE,ENSECAG00000044709,10,36,0.277777778
MONGOLIAN,ENSECAG00000044709,12,36,0.333333333
THOROUGHBRED,ENSECAG00000044660,15,43,0.348837209
QUARTER HORSE,ENSECAG00000044660,11,43,0.255813953
MONGOLIAN,ENSECAG00000044660,17,43,0.395348837
THOROUGHBRED,ENSECAG00000044612,8,28,0.285714286
QUARTER HORSE,ENSECAG00000044612,11,28,0.392857143
MONGOLIAN,ENSECAG00000044612,9,28,0.321428571
THOROUGHBRED,ENSECAG00000044476,9,26,0.346153846
QUARTER HORSE,ENSECAG00000044476,7,26,0.269230769
MONGOLIAN,ENSECAG00000044476,10,26,0.384615385
THOROUGHBRED,ENSECAG00000044457,36,88,0.409090909
QUARTER HORSE,ENSECAG00000044457,26,88,0.295454545
MONGOLIAN,ENSECAG00000044457,26,88,0.295454545
THOROUGHBRED,ENSECAG00000044390,22,64,0.34375
QUARTER HORSE,ENSECAG00000044390,26,64,0.40625
MONGOLIAN,ENSECAG00000044390,16,64,0.25
THOROUGHBRED,ENSECAG00000044378,26,75,0.346666667
QUARTER HORSE,ENSECAG00000044378,19,75,0.253333333
MONGOLIAN,ENSECAG00000044378,30,75,0.4
THOROUGHBRED,ENSECAG00000044317,36,88,0.409090909
QUARTER HORSE,ENSECAG00000044317,26,88,0.295454545
MONGOLIAN,ENSECAG00000044317,26,88,0.295454545
THOROUGHBRED,ENSECAG00000044307,17,65,0.261538462
QUARTER HORSE,ENSECAG00000044307,20,65,0.307692308
MONGOLIAN,ENSECAG00000044307,28,65,0.430769231
THOROUGHBRED,ENSECAG00000044132,8,30,0.266666667
QUARTER HORSE,ENSECAG00000044132,12,30,0.4
MONGOLIAN,ENSECAG00000044132,10,30,0.333333333
THOROUGHBRED,ENSECAG00000044130,10,46,0.217391304
QUARTER HORSE,ENSECAG00000044130,9,46,0.195652174
MONGOLIAN,ENSECAG00000044130,27,46,0.586956522
THOROUGHBRED,ENSECAG00000044005,15,32,0.46875
QUARTER HORSE,ENSECAG00000044005,12,32,0.375
MONGOLIAN,ENSECAG00000044005,5,32,0.15625
THOROUGHBRED,ENSECAG00000043987,1,18,0.055555556
QUARTER HORSE,ENSECAG00000043987,7,18,0.388888889
MONGOLIAN,ENSECAG00000043987,10,18,0.555555556
THOROUGHBRED,ENSECAG00000043980,22,61,0.360655738
QUARTER HORSE,ENSECAG00000043980,12,61,0.196721311
MONGOLIAN,ENSECAG00000043980,27,61,0.442622951
THOROUGHBRED,ENSECAG00000043931,16,29,0.551724138
QUARTER HORSE,ENSECAG00000043931,7,29,0.24137931
MONGOLIAN,ENSECAG00000043931,6,29,0.206896552
THOROUGHBRED,ENSECAG00000043906,7,19,0.368421053
QUARTER HORSE,ENSECAG00000043906,8,19,0.421052632
MONGOLIAN,ENSECAG00000043906,4,19,0.210526316
THOROUGHBRED,ENSECAG00000043871,20,75,0.266666667
QUARTER HORSE,ENSECAG00000043871,23,75,0.306666667
MONGOLIAN,ENSECAG00000043871,32,75,0.426666667
THOROUGHBRED,ENSECAG00000043869,14,32,0.4375
QUARTER HORSE,ENSECAG00000043869,13,32,0.40625
MONGOLIAN,ENSECAG00000043869,5,32,0.15625
THOROUGHBRED,ENSECAG00000043868,16,46,0.347826087
QUARTER HORSE,ENSECAG00000043868,17,46,0.369565217
MONGOLIAN,ENSECAG00000043868,13,46,0.282608696
THOROUGHBRED,ENSECAG00000043824,21,54,0.388888889
QUARTER HORSE,ENSECAG00000043824,18,54,0.333333333
MONGOLIAN,ENSECAG00000043824,15,54,0.277777778
THOROUGHBRED,ENSECAG00000043793,13,23,0.565217391
QUARTER HORSE,ENSECAG00000043793,7,23,0.304347826
MONGOLIAN,ENSECAG00000043793,3,23,0.130434783
THOROUGHBRED,ENSECAG00000043769,5,23,0.217391304
QUARTER HORSE,ENSECAG00000043769,14,23,0.608695652
MONGOLIAN,ENSECAG00000043769,4,23,0.173913043
THOROUGHBRED,ENSECAG00000043734,15,71,0.211267606
QUARTER HORSE,ENSECAG00000043734,21,71,0.295774648
MONGOLIAN,ENSECAG00000043734,35,71,0.492957746
THOROUGHBRED,ENSECAG00000043625,2,28,0.071428571
QUARTER HORSE,ENSECAG00000043625,8,28,0.285714286
MONGOLIAN,ENSECAG00000043625,18,28,0.642857143
THOROUGHBRED,ENSECAG00000043521,4,33,0.121212121
QUARTER HORSE,ENSECAG00000043521,14,33,0.424242424
MONGOLIAN,ENSECAG00000043521,15,33,0.454545455
THOROUGHBRED,ENSECAG00000043478,24,106,0.226415094
QUARTER HORSE,ENSECAG00000043478,35,106,0.330188679
MONGOLIAN,ENSECAG00000043478,47,106,0.443396226
QUARTER HORSE,ENSECAG00000043417,7,18,0.388888889
MONGOLIAN,ENSECAG00000043417,11,18,0.611111111
QUARTER HORSE,ENSECAG00000043292,2,29,0.068965517
MONGOLIAN,ENSECAG00000043292,27,29,0.931034483
THOROUGHBRED,ENSECAG00000043215,3,18,0.166666667
QUARTER HORSE,ENSECAG00000043215,7,18,0.388888889
MONGOLIAN,ENSECAG00000043215,8,18,0.444444444
QUARTER HORSE,ENSECAG00000043061,8,18,0.444444444
MONGOLIAN,ENSECAG00000043061,10,18,0.555555556
THOROUGHBRED,ENSECAG00000043023,24,81,0.296296296
QUARTER HORSE,ENSECAG00000043023,23,81,0.283950617
MONGOLIAN,ENSECAG00000043023,34,81,0.419753086
THOROUGHBRED,ENSECAG00000042984,1,22,0.045454545
QUARTER HORSE,ENSECAG00000042984,4,22,0.181818182
MONGOLIAN,ENSECAG00000042984,17,22,0.772727273
THOROUGHBRED,ENSECAG00000042943,18,27,0.666666667
QUARTER HORSE,ENSECAG00000042943,8,27,0.296296296
MONGOLIAN,ENSECAG00000042943,1,27,0.037037037
THOROUGHBRED,ENSECAG00000042869,8,29,0.275862069
QUARTER HORSE,ENSECAG00000042869,17,29,0.586206897
MONGOLIAN,ENSECAG00000042869,4,29,0.137931034
THOROUGHBRED,ENSECAG00000042739,11,38,0.289473684
QUARTER HORSE,ENSECAG00000042739,8,38,0.210526316
MONGOLIAN,ENSECAG00000042739,19,38,0.5
THOROUGHBRED,ENSECAG00000042590,14,48,0.291666667
QUARTER HORSE,ENSECAG00000042590,21,48,0.4375
MONGOLIAN,ENSECAG00000042590,13,48,0.270833333
THOROUGHBRED,ENSECAG00000042528,25,30,0.833333333
QUARTER HORSE,ENSECAG00000042528,5,30,0.166666667
THOROUGHBRED,ENSECAG00000042135,21,56,0.375
QUARTER HORSE,ENSECAG00000042135,15,56,0.267857143
MONGOLIAN,ENSECAG00000042135,20,56,0.357142857
THOROUGHBRED,ENSECAG00000041970,6,16,0.375
QUARTER HORSE,ENSECAG00000041970,6,16,0.375
MONGOLIAN,ENSECAG00000041970,4,16,0.25
THOROUGHBRED,ENSECAG00000041919,13,25,0.52
QUARTER HORSE,ENSECAG00000041919,7,25,0.28
MONGOLIAN,ENSECAG00000041919,5,25,0.2
THOROUGHBRED,ENSECAG00000041842,1,22,0.045454545
QUARTER HORSE,ENSECAG00000041842,9,22,0.409090909
MONGOLIAN,ENSECAG00000041842,12,22,0.545454545
THOROUGHBRED,ENSECAG00000041800,10,29,0.344827586
QUARTER HORSE,ENSECAG00000041800,2,29,0.068965517
MONGOLIAN,ENSECAG00000041800,17,29,0.586206897
THOROUGHBRED,ENSECAG00000041222,1,31,0.032258065
QUARTER HORSE,ENSECAG00000041222,11,31,0.35483871
MONGOLIAN,ENSECAG00000041222,19,31,0.612903226
THOROUGHBRED,ENSECAG00000041115,10,16,0.625
QUARTER HORSE,ENSECAG00000041115,6,16,0.375
THOROUGHBRED,ENSECAG00000040899,35,102,0.343137255
QUARTER HORSE,ENSECAG00000040899,34,102,0.333333333
MONGOLIAN,ENSECAG00000040899,33,102,0.323529412
THOROUGHBRED,ENSECAG00000040746,17,35,0.485714286
QUARTER HORSE,ENSECAG00000040746,13,35,0.371428571
MONGOLIAN,ENSECAG00000040746,5,35,0.142857143
THOROUGHBRED,ENSECAG00000040492,26,49,0.530612245
QUARTER HORSE,ENSECAG00000040492,17,49,0.346938776
MONGOLIAN,ENSECAG00000040492,6,49,0.12244898
THOROUGHBRED,ENSECAG00000040456,26,57,0.456140351
QUARTER HORSE,ENSECAG00000040456,17,57,0.298245614
MONGOLIAN,ENSECAG00000040456,14,57,0.245614035
THOROUGHBRED,ENSECAG00000040241,8,20,0.4
QUARTER HORSE,ENSECAG00000040241,8,20,0.4
MONGOLIAN,ENSECAG00000040241,4,20,0.2
THOROUGHBRED,ENSECAG00000040193,10,26,0.384615385
QUARTER HORSE,ENSECAG00000040193,9,26,0.346153846
MONGOLIAN,ENSECAG00000040193,7,26,0.269230769
THOROUGHBRED,ENSECAG00000040191,6,36,0.166666667
QUARTER HORSE,ENSECAG00000040191,14,36,0.388888889
MONGOLIAN,ENSECAG00000040191,16,36,0.444444444
THOROUGHBRED,ENSECAG00000040150,9,19,0.473684211
QUARTER HORSE,ENSECAG00000040150,5,19,0.263157895
MONGOLIAN,ENSECAG00000040150,5,19,0.263157895
THOROUGHBRED,ENSECAG00000040079,20,63,0.317460317
QUARTER HORSE,ENSECAG00000040079,14,63,0.222222222
MONGOLIAN,ENSECAG00000040079,29,63,0.46031746
THOROUGHBRED,ENSECAG00000040063,9,28,0.321428571
QUARTER HORSE,ENSECAG00000040063,11,28,0.392857143
MONGOLIAN,ENSECAG00000040063,8,28,0.285714286
THOROUGHBRED,ENSECAG00000039765,6,40,0.15
QUARTER HORSE,ENSECAG00000039765,9,40,0.225
MONGOLIAN,ENSECAG00000039765,25,40,0.625
THOROUGHBRED,ENSECAG00000039741,18,33,0.545454545
QUARTER HORSE,ENSECAG00000039741,11,33,0.333333333
MONGOLIAN,ENSECAG00000039741,4,33,0.121212121
QUARTER HORSE,ENSECAG00000039669,6,16,0.375
MONGOLIAN,ENSECAG00000039669,10,16,0.625
THOROUGHBRED,ENSECAG00000039596,12,25,0.48
QUARTER HORSE,ENSECAG00000039596,9,25,0.36
MONGOLIAN,ENSECAG00000039596,4,25,0.16
THOROUGHBRED,ENSECAG00000039532,9,21,0.428571429
QUARTER HORSE,ENSECAG00000039532,3,21,0.142857143
MONGOLIAN,ENSECAG00000039532,9,21,0.428571429
THOROUGHBRED,ENSECAG00000039494,18,33,0.545454545
QUARTER HORSE,ENSECAG00000039494,10,33,0.303030303
MONGOLIAN,ENSECAG00000039494,5,33,0.151515152
THOROUGHBRED,ENSECAG00000038952,8,38,0.210526316
QUARTER HORSE,ENSECAG00000038952,18,38,0.473684211
MONGOLIAN,ENSECAG00000038952,12,38,0.315789474
THOROUGHBRED,ENSECAG00000038924,14,33,0.424242424
QUARTER HORSE,ENSECAG00000038924,10,33,0.303030303
MONGOLIAN,ENSECAG00000038924,9,33,0.272727273
THOROUGHBRED,ENSECAG00000038863,5,35,0.142857143
QUARTER HORSE,ENSECAG00000038863,12,35,0.342857143
MONGOLIAN,ENSECAG00000038863,18,35,0.514285714
THOROUGHBRED,ENSECAG00000038572,16,51,0.31372549
QUARTER HORSE,ENSECAG00000038572,17,51,0.333333333
MONGOLIAN,ENSECAG00000038572,18,51,0.352941176
THOROUGHBRED,ENSECAG00000038550,21,40,0.525
QUARTER HORSE,ENSECAG00000038550,9,40,0.225
MONGOLIAN,ENSECAG00000038550,10,40,0.25
THOROUGHBRED,ENSECAG00000038436,9,39,0.230769231
QUARTER HORSE,ENSECAG00000038436,9,39,0.230769231
MONGOLIAN,ENSECAG00000038436,21,39,0.538461538
QUARTER HORSE,ENSECAG00000038375,12,20,0.6
MONGOLIAN,ENSECAG00000038375,8,20,0.4
THOROUGHBRED,ENSECAG00000038173,2,26,0.076923077
QUARTER HORSE,ENSECAG00000038173,5,26,0.192307692
MONGOLIAN,ENSECAG00000038173,19,26,0.730769231
THOROUGHBRED,ENSECAG00000038026,7,17,0.411764706
QUARTER HORSE,ENSECAG00000038026,2,17,0.117647059
MONGOLIAN,ENSECAG00000038026,8,17,0.470588235
THOROUGHBRED,ENSECAG00000037735,6,15,0.4
QUARTER HORSE,ENSECAG00000037735,4,15,0.266666667
MONGOLIAN,ENSECAG00000037735,5,15,0.333333333
THOROUGHBRED,ENSECAG00000037528,3,18,0.166666667
QUARTER HORSE,ENSECAG00000037528,4,18,0.222222222
MONGOLIAN,ENSECAG00000037528,11,18,0.611111111
THOROUGHBRED,ENSECAG00000037444,9,34,0.264705882
QUARTER HORSE,ENSECAG00000037444,18,34,0.529411765
MONGOLIAN,ENSECAG00000037444,7,34,0.205882353
THOROUGHBRED,ENSECAG00000037442,26,75,0.346666667
QUARTER HORSE,ENSECAG00000037442,19,75,0.253333333
MONGOLIAN,ENSECAG00000037442,30,75,0.4
THOROUGHBRED,ENSECAG00000037319,33,69,0.47826087
QUARTER HORSE,ENSECAG00000037319,17,69,0.246376812
MONGOLIAN,ENSECAG00000037319,19,69,0.275362319
THOROUGHBRED,ENSECAG00000037284,12,32,0.375
QUARTER HORSE,ENSECAG00000037284,9,32,0.28125
MONGOLIAN,ENSECAG00000037284,11,32,0.34375
THOROUGHBRED,ENSECAG00000037191,6,20,0.3
QUARTER HORSE,ENSECAG00000037191,3,20,0.15
MONGOLIAN,ENSECAG00000037191,11,20,0.55
THOROUGHBRED,ENSECAG00000037179,1,23,0.043478261
QUARTER HORSE,ENSECAG00000037179,5,23,0.217391304
MONGOLIAN,ENSECAG00000037179,17,23,0.739130435
THOROUGHBRED,ENSECAG00000036894,6,30,0.2
QUARTER HORSE,ENSECAG00000036894,8,30,0.266666667
MONGOLIAN,ENSECAG00000036894,16,30,0.533333333
THOROUGHBRED,ENSECAG00000036711,22,48,0.458333333
QUARTER HORSE,ENSECAG00000036711,17,48,0.354166667
MONGOLIAN,ENSECAG00000036711,9,48,0.1875
QUARTER HORSE,ENSECAG00000036702,12,29,0.413793103
MONGOLIAN,ENSECAG00000036702,17,29,0.586206897
THOROUGHBRED,ENSECAG00000036698,1,19,0.052631579
QUARTER HORSE,ENSECAG00000036698,4,19,0.210526316
MONGOLIAN,ENSECAG00000036698,14,19,0.736842105
THOROUGHBRED,ENSECAG00000036688,10,15,0.666666667
QUARTER HORSE,ENSECAG00000036688,4,15,0.266666667
MONGOLIAN,ENSECAG00000036688,1,15,0.066666667
THOROUGHBRED,ENSECAG00000036575,26,60,0.433333333
QUARTER HORSE,ENSECAG00000036575,17,60,0.283333333
MONGOLIAN,ENSECAG00000036575,17,60,0.283333333
THOROUGHBRED,ENSECAG00000036512,2,16,0.125
MONGOLIAN,ENSECAG00000036512,14,16,0.875
THOROUGHBRED,ENSECAG00000036509,3,27,0.111111111
QUARTER HORSE,ENSECAG00000036509,4,27,0.148148148
MONGOLIAN,ENSECAG00000036509,20,27,0.740740741
QUARTER HORSE,ENSECAG00000036498,6,15,0.4
MONGOLIAN,ENSECAG00000036498,9,15,0.6
THOROUGHBRED,ENSECAG00000036383,8,24,0.333333333
QUARTER HORSE,ENSECAG00000036383,14,24,0.583333333
MONGOLIAN,ENSECAG00000036383,2,24,0.083333333
THOROUGHBRED,ENSECAG00000036353,2,21,0.095238095
QUARTER HORSE,ENSECAG00000036353,1,21,0.047619048
MONGOLIAN,ENSECAG00000036353,18,21,0.857142857
THOROUGHBRED,ENSECAG00000036059,4,19,0.210526316
QUARTER HORSE,ENSECAG00000036059,4,19,0.210526316
MONGOLIAN,ENSECAG00000036059,11,19,0.578947368
THOROUGHBRED,ENSECAG00000035787,15,29,0.517241379
QUARTER HORSE,ENSECAG00000035787,12,29,0.413793103
MONGOLIAN,ENSECAG00000035787,2,29,0.068965517
THOROUGHBRED,ENSECAG00000035684,17,27,0.62962963
QUARTER HORSE,ENSECAG00000035684,9,27,0.333333333
MONGOLIAN,ENSECAG00000035684,1,27,0.037037037
THOROUGHBRED,ENSECAG00000035668,25,68,0.367647059
QUARTER HORSE,ENSECAG00000035668,22,68,0.323529412
MONGOLIAN,ENSECAG00000035668,21,68,0.308823529
THOROUGHBRED,ENSECAG00000035532,7,23,0.304347826
QUARTER HORSE,ENSECAG00000035532,6,23,0.260869565
MONGOLIAN,ENSECAG00000035532,10,23,0.434782609
THOROUGHBRED,ENSECAG00000035498,12,36,0.333333333
QUARTER HORSE,ENSECAG00000035498,22,36,0.611111111
MONGOLIAN,ENSECAG00000035498,2,36,0.055555556
THOROUGHBRED,ENSECAG00000035477,17,113,0.150442478
QUARTER HORSE,ENSECAG00000035477,45,113,0.398230088
MONGOLIAN,ENSECAG00000035477,51,113,0.451327434
THOROUGHBRED,ENSECAG00000035401,3,15,0.2
QUARTER HORSE,ENSECAG00000035401,5,15,0.333333333
MONGOLIAN,ENSECAG00000035401,7,15,0.466666667
THOROUGHBRED,ENSECAG00000035266,21,51,0.411764706
QUARTER HORSE,ENSECAG00000035266,18,51,0.352941176
MONGOLIAN,ENSECAG00000035266,12,51,0.235294118
THOROUGHBRED,ENSECAG00000035232,1,15,0.066666667
QUARTER HORSE,ENSECAG00000035232,7,15,0.466666667
MONGOLIAN,ENSECAG00000035232,7,15,0.466666667
THOROUGHBRED,ENSECAG00000035227,10,29,0.344827586
QUARTER HORSE,ENSECAG00000035227,7,29,0.24137931
MONGOLIAN,ENSECAG00000035227,12,29,0.413793103
THOROUGHBRED,ENSECAG00000035208,12,26,0.461538462
QUARTER HORSE,ENSECAG00000035208,10,26,0.384615385
MONGOLIAN,ENSECAG00000035208,4,26,0.153846154
THOROUGHBRED,ENSECAG00000035101,4,19,0.210526316
QUARTER HORSE,ENSECAG00000035101,8,19,0.421052632
MONGOLIAN,ENSECAG00000035101,7,19,0.368421053
THOROUGHBRED,ENSECAG00000035079,9,23,0.391304348
QUARTER HORSE,ENSECAG00000035079,11,23,0.47826087
MONGOLIAN,ENSECAG00000035079,3,23,0.130434783
THOROUGHBRED,ENSECAG00000035040,12,15,0.8
QUARTER HORSE,ENSECAG00000035040,1,15,0.066666667
MONGOLIAN,ENSECAG00000035040,2,15,0.133333333
THOROUGHBRED,ENSECAG00000034615,11,24,0.458333333
QUARTER HORSE,ENSECAG00000034615,9,24,0.375
MONGOLIAN,ENSECAG00000034615,4,24,0.166666667
THOROUGHBRED,ENSECAG00000034421,7,24,0.291666667
QUARTER HORSE,ENSECAG00000034421,11,24,0.458333333
MONGOLIAN,ENSECAG00000034421,6,24,0.25
QUARTER HORSE,ENSECAG00000034223,3,16,0.1875
MONGOLIAN,ENSECAG00000034223,13,16,0.8125
THOROUGHBRED,ENSECAG00000034078,2,40,0.05
QUARTER HORSE,ENSECAG00000034078,10,40,0.25
MONGOLIAN,ENSECAG00000034078,28,40,0.7
THOROUGHBRED,ENSECAG00000033900,27,102,0.264705882
QUARTER HORSE,ENSECAG00000033900,32,102,0.31372549
MONGOLIAN,ENSECAG00000033900,43,102,0.421568627
THOROUGHBRED,ENSECAG00000033797,5,21,0.238095238
QUARTER HORSE,ENSECAG00000033797,8,21,0.380952381
MONGOLIAN,ENSECAG00000033797,8,21,0.380952381
THOROUGHBRED,ENSECAG00000033778,19,31,0.612903226
QUARTER HORSE,ENSECAG00000033778,11,31,0.35483871
MONGOLIAN,ENSECAG00000033778,1,31,0.032258065
THOROUGHBRED,ENSECAG00000033738,1,32,0.03125
QUARTER HORSE,ENSECAG00000033738,14,32,0.4375
MONGOLIAN,ENSECAG00000033738,17,32,0.53125
THOROUGHBRED,ENSECAG00000033665,4,15,0.266666667
QUARTER HORSE,ENSECAG00000033665,7,15,0.466666667
MONGOLIAN,ENSECAG00000033665,4,15,0.266666667
THOROUGHBRED,ENSECAG00000033639,13,52,0.25
QUARTER HORSE,ENSECAG00000033639,15,52,0.288461538
MONGOLIAN,ENSECAG00000033639,24,52,0.461538462
THOROUGHBRED,ENSECAG00000033363,7,26,0.269230769
QUARTER HORSE,ENSECAG00000033363,6,26,0.230769231
MONGOLIAN,ENSECAG00000033363,13,26,0.5
THOROUGHBRED,ENSECAG00000033291,18,27,0.666666667
QUARTER HORSE,ENSECAG00000033291,8,27,0.296296296
MONGOLIAN,ENSECAG00000033291,1,27,0.037037037
THOROUGHBRED,ENSECAG00000033227,24,48,0.5
QUARTER HORSE,ENSECAG00000033227,21,48,0.4375
MONGOLIAN,ENSECAG00000033227,3,48,0.0625
THOROUGHBRED,ENSECAG00000033207,29,83,0.34939759
QUARTER HORSE,ENSECAG00000033207,26,83,0.313253012
MONGOLIAN,ENSECAG00000033207,28,83,0.337349398
QUARTER HORSE,ENSECAG00000032991,7,16,0.4375
MONGOLIAN,ENSECAG00000032991,9,16,0.5625
THOROUGHBRED,ENSECAG00000032947,11,23,0.47826087
QUARTER HORSE,ENSECAG00000032947,7,23,0.304347826
MONGOLIAN,ENSECAG00000032947,5,23,0.217391304
THOROUGHBRED,ENSECAG00000032923,10,31,0.322580645
QUARTER HORSE,ENSECAG00000032923,8,31,0.258064516
MONGOLIAN,ENSECAG00000032923,13,31,0.419354839
THOROUGHBRED,ENSECAG00000032819,18,41,0.43902439
QUARTER HORSE,ENSECAG00000032819,13,41,0.317073171
MONGOLIAN,ENSECAG00000032819,10,41,0.243902439
THOROUGHBRED,ENSECAG00000032809,13,25,0.52
QUARTER HORSE,ENSECAG00000032809,9,25,0.36
MONGOLIAN,ENSECAG00000032809,3,25,0.12
THOROUGHBRED,ENSECAG00000032801,8,23,0.347826087
QUARTER HORSE,ENSECAG00000032801,6,23,0.260869565
MONGOLIAN,ENSECAG00000032801,9,23,0.391304348
THOROUGHBRED,ENSECAG00000032798,4,20,0.2
QUARTER HORSE,ENSECAG00000032798,8,20,0.4
MONGOLIAN,ENSECAG00000032798,8,20,0.4
THOROUGHBRED,ENSECAG00000032702,25,81,0.308641975
QUARTER HORSE,ENSECAG00000032702,28,81,0.345679012
MONGOLIAN,ENSECAG00000032702,28,81,0.345679012
THOROUGHBRED,ENSECAG00000032598,5,27,0.185185185
QUARTER HORSE,ENSECAG00000032598,8,27,0.296296296
MONGOLIAN,ENSECAG00000032598,14,27,0.518518519
THOROUGHBRED,ENSECAG00000032457,7,37,0.189189189
QUARTER HORSE,ENSECAG00000032457,12,37,0.324324324
MONGOLIAN,ENSECAG00000032457,18,37,0.486486486
THOROUGHBRED,ENSECAG00000032213,21,45,0.466666667
QUARTER HORSE,ENSECAG00000032213,11,45,0.244444444
MONGOLIAN,ENSECAG00000032213,13,45,0.288888889
THOROUGHBRED,ENSECAG00000031611,8,35,0.228571429
QUARTER HORSE,ENSECAG00000031611,14,35,0.4
MONGOLIAN,ENSECAG00000031611,13,35,0.371428571
THOROUGHBRED,ENSECAG00000031446,10,30,0.333333333
QUARTER HORSE,ENSECAG00000031446,13,30,0.433333333
MONGOLIAN,ENSECAG00000031446,7,30,0.233333333
THOROUGHBRED,ENSECAG00000031380,14,29,0.482758621
QUARTER HORSE,ENSECAG00000031380,8,29,0.275862069
MONGOLIAN,ENSECAG00000031380,7,29,0.24137931
THOROUGHBRED,ENSECAG00000031361,12,16,0.75
QUARTER HORSE,ENSECAG00000031361,2,16,0.125
MONGOLIAN,ENSECAG00000031361,2,16,0.125
THOROUGHBRED,ENSECAG00000031308,10,62,0.161290323
QUARTER HORSE,ENSECAG00000031308,16,62,0.258064516
MONGOLIAN,ENSECAG00000031308,36,62,0.580645161
THOROUGHBRED,ENSECAG00000031280,2,17,0.117647059
QUARTER HORSE,ENSECAG00000031280,7,17,0.411764706
MONGOLIAN,ENSECAG00000031280,8,17,0.470588235
THOROUGHBRED,ENSECAG00000031029,3,18,0.166666667
QUARTER HORSE,ENSECAG00000031029,7,18,0.388888889
MONGOLIAN,ENSECAG00000031029,8,18,0.444444444
QUARTER HORSE,ENSECAG00000030795,2,22,0.090909091
MONGOLIAN,ENSECAG00000030795,20,22,0.909090909
THOROUGHBRED,ENSECAG00000030793,2,17,0.117647059
QUARTER HORSE,ENSECAG00000030793,8,17,0.470588235
MONGOLIAN,ENSECAG00000030793,7,17,0.411764706
THOROUGHBRED,ENSECAG00000030785,9,31,0.290322581
QUARTER HORSE,ENSECAG00000030785,13,31,0.419354839
MONGOLIAN,ENSECAG00000030785,9,31,0.290322581
THOROUGHBRED,ENSECAG00000030609,18,39,0.461538462
QUARTER HORSE,ENSECAG00000030609,5,39,0.128205128
MONGOLIAN,ENSECAG00000030609,16,39,0.41025641
THOROUGHBRED,ENSECAG00000030484,12,15,0.8
QUARTER HORSE,ENSECAG00000030484,1,15,0.066666667
MONGOLIAN,ENSECAG00000030484,2,15,0.133333333
THOROUGHBRED,ENSECAG00000030475,15,24,0.625
QUARTER HORSE,ENSECAG00000030475,4,24,0.166666667
MONGOLIAN,ENSECAG00000030475,5,24,0.208333333
THOROUGHBRED,ENSECAG00000030433,8,18,0.444444444
